old_adm3_pcode,new_adm3_pcode,share_of_old,share_of_new,intersection_km2,old_adm3_name,new_adm3_name,likely_change_type
ET030409,ET030409,1,0.999584,937.997323,Dessie Zuria,Dessie Zuria,same_pcode
ET030411,ET030411,1,1,1438.41996,Sayint,Sayint,same_pcode
ET030417,ET030417,1,1,132.239685,Kombolcha Town,Kombolcha town,same_pcode
ET030418,ET030418,1,1,199.040485,Dessie City Adm.,Dessie town,same_pcode
ET030419,ET030419,1,1,600.563722,Mehal Sayint,Mehal Sayint,same_pcode
ET030420,ET030420,1,1,533.62118,Legehida,Legehida,same_pcode
ET030421,ET030421,1,1,1492.564719,Mekdela,Mekdela,same_pcode
ET030422,ET030422,1,1,751.006927,Worebabu,Worebabu,same_pcode
ET030501,ET030501,1,1,848.02476,Mida Woremo,Mida Woremo,same_pcode
ET030503,ET030503,1,1,451.672326,Ensaro,Ensaro,same_pcode
ET030506,ET030506,1,1,659.23554,Gishe Rabel,Gishe Rabel,same_pcode
ET030507,ET030507,1,1,372.404349,Antsokiya,Antsokiya,same_pcode
ET030511,ET030511,1,1,618.653001,Mojan Wedera,Mojan Wedera,same_pcode
ET030512,ET030512,1,1,756.626103,Kewet,Kewet,same_pcode
ET030513,ET030513,1,1,807.536437,Angolelana Tera,Angolelana Tera,same_pcode
ET030514,ET030514,1,1,499.93687,Assagirt,Assagirt,same_pcode
ET030515,ET030515,1,1,707.998552,Ankober,Ankober,same_pcode
ET030517,ET030517,1,1,772.294259,Berehet,Berehet,same_pcode
ET030519,ET030519,1,1,1215.284258,Basona Worena,Basona Worena,same_pcode
ET030520,ET030520,1,1,146.37807,Debre Berhan Town,Debre Berhan town,same_pcode
ET030521,ET030521,1,1,544.814603,Menze Keya Gabriel,Menze Keya Gabriel,same_pcode
ET030522,ET030522,1,1,381.923303,Menze Lalo Midir,Menze Lalo Midir,same_pcode
ET030523,ET030523,1,1,463.718761,Siya Debirna Wayu,Siya Debirna Wayu,same_pcode
ET030595,ET030595,1,1,9.930578,Shoa Robit,Shoa Robit,same_pcode
ET030601,ET030601,1,1,399.925814,Bibugn,Bibugn,same_pcode
ET030602,ET030602,1,1,1490.757366,Hulet Ej Enese,Hulet Ej Enese,same_pcode
ET030607,ET030607,1,1,626.455245,Debay Telatgen,Debay Telatgen,same_pcode
ET030608,ET030608,1,1,1192.757428,Debre Elias,Debre Elias,same_pcode
ET030610,ET030610,1,1,1177.500287,Guzamn,Guzamn,same_pcode
ET030611,ET030611,1,1,1145.519793,Baso Liben,Baso Liben,same_pcode
ET030614,ET030614,1,1,900.437097,Shebel Bernta,Shebel Bernta,same_pcode
ET030615,ET030615,1,1,65.8421,Debre Markos Town,Debre Markos town,same_pcode
ET030616,ET030616,1,1,436.603832,Senan,Senan,same_pcode
ET030617,ET030617,1,1,682.399585,Aneded,Aneded,same_pcode
ET030694,ET030694,1,1,6.595652,Mota Town,Mota town,same_pcode
ET030706,ET030706,1,1,603.035533,Quarit,Quarit,same_pcode
ET030707,ET030707,1,1,831.424029,Dega Damot,Dega Damot,same_pcode
ET030710,ET030710,1,0.994947,796.74803,Bure (Amhara),Bure (AM),same_pcode
ET030798,ET030798,1,1,12.445935,Bure Town,Bure town,same_pcode
ET030801,ET030801,1,1,1727.453593,Zequala,Zequala,same_pcode
ET030804,ET030804,1,1,1031.829166,Gaz Gibla,Gaz Gibla,same_pcode
ET030805,ET030805,1,1,1575.20782,Abergele,Abergele (AM),same_pcode
ET030807,ET030807,1,1,100.911826,Sekota Town,Sekota town,same_pcode
ET030901,ET030901,1,1,909.875449,Dangila,Dangila,same_pcode
ET030902,ET030902,1,1,479.911145,Banja,Banja,same_pcode
ET030904,ET030904,1,1,2341.561523,Guangua,Guangua,same_pcode
ET030996,ET030996,1,1,27.889247,Injibara Town,Injibara town,same_pcode
ET030997,ET030997,1,1,2.796361,Zigem,Zigem town,same_pcode
ET030998,ET030998,1,1,9.061182,Dangila Town,Dangila town,same_pcode
ET030999,ET030999,1,1,17.320028,Chagni Town,Chagni town,same_pcode
ET031001,ET031001,1,1,652.772902,Dewa Cheffa,Dewa Cheffa,same_pcode
ET031002,ET031002,1,1,1212.116098,Bati,Bati,same_pcode
ET031005,ET031005,1,1,439.024966,Dewa Harewa,Dewa Harewa,same_pcode
ET031006,ET031006,1,1,3.753911,Kemisie Town,Kemisie town,same_pcode
ET031099,ET031099,1,1,3.636154,Bati Town,Bati town,same_pcode
ET031107,ET031107,1,1,1879.397178,Tsegede (Amhara),Tegede,same_pcode
ET031108,ET031108,1,1,1059.35124,Lay Armacho,Lay Armacho,same_pcode
ET031116,ET031116,1,1,1258.305056,West Belesa,West Belesa,same_pcode
ET031117,ET031117,1,1,1421.424394,East Belesa,East Belesa,same_pcode
ET031121,ET031121,1,0.894229,1947.668871,Takusa,Takusa,same_pcode
ET031214,ET031214,1,1,8441.307198,Quara,Quara,same_pcode
ET031292,ET031292,1,1,11.379054,Gendawuha Town,Gendawuha town,same_pcode
ET040104,ET040104,1,1,378.506814,Lalo Asabi,Lalo Asabi,same_pcode
ET040105,ET040105,1,1,419.232665,Kiltu Kara,Kiltu Kara,same_pcode
ET040106,ET040106,1,1,498.734068,Boji Dirmeji,Boji Dirmeji,same_pcode
ET040107,ET040107,1,1,514.231388,Ayira,Ayira,same_pcode
ET040108,ET040108,1,1,469.640255,Jarso (West Wellega),Jarso (West Wellega),same_pcode
ET040109,ET040109,1,1,1262.869853,Gudetu Kondole,Gudetu Kondole,same_pcode
ET040110,ET040110,1,1,343.285769,Boji Chekorsa,Boji Chekorsa,same_pcode
ET040111,ET040111,1,1,898.119484,Babo,Babo,same_pcode
ET040112,ET040112,1,1,307.94655,Yubdo,Yubdo,same_pcode
ET040113,ET040113,1,1,302.194442,Gaji,Gaji,same_pcode
ET040114,ET040114,1,1,463.485264,Haru,Haru,same_pcode
ET040115,ET040115,1,1,631.312452,Nole Kaba,Nole Kaba,same_pcode
ET040116,ET040116,1,1,866.108549,Begi,Begi,same_pcode
ET040117,ET040117,1,1,90.664358,Homa,Homa,same_pcode
ET040118,ET040118,1,1,613.166641,Sayo Nole,Sayo Nole,same_pcode
ET040119,ET040119,1,1,577.289234,Guliso,Guliso,same_pcode
ET040201,ET040201,1,1,1101.115277,Limu (Oromia),Limu (OR),same_pcode
ET040202,ET040202,1,1,826.824682,Ibantu,Ibantu,same_pcode
ET040203,ET040203,1,1,1604.460797,Gida Ayana,Gida Ayana,same_pcode
ET040204,ET040204,1,1,1171.579486,Haro Limu,Haro Limu,same_pcode
ET040205,ET040205,1,1,474.19962,Boneya Boshe,Boneya Boshe,same_pcode
ET040207,ET040207,1,1,670.070706,Bila Seyo,Bila Seyo,same_pcode
ET040208,ET040208,1,1,341.241941,Gobu Seyo,Gobu Seyo,same_pcode
ET040209,ET040209,1,0.999125,1046.714415,Sibu Sire,Sibu Sire,same_pcode
ET040211,ET040211,1,1,783.29814,Sasiga,Sasiga,same_pcode
ET040214,ET040214,1,0.989762,756.546537,Jimma Arjo,Jimma Arjo,same_pcode
ET040216,ET040216,1,1,620.668796,Wama Hagalo,Wama Hagalo,same_pcode
ET040217,ET040217,1,1,1060.150144,Kiremu,Kiremu,same_pcode
ET040301,ET040301,1,1,1377.171552,Darimu,Darimu,same_pcode
ET040302,ET040302,1,1,873.083062,Alge Sachi,Alge Sachi,same_pcode
ET040311,ET040311,1,1,562.560786,Ale,Ale,same_pcode
ET040312,ET040312,1,1,1088.878324,Bure (Oromia),Bure (OR),same_pcode
ET040313,ET040313,1,1,1708.372371,Sale Nono,Sale Nono,same_pcode
ET040314,ET040314,1,1,585.240075,Becho (Ilu Aba Bora),Becho (Ilu Aba Bora),same_pcode
ET040315,ET040315,1,1,395.771175,Bilo Nopha,Bilo Nopha,same_pcode
ET040316,ET040316,1,1,443.750407,Hurumu,Hurumu,same_pcode
ET040317,ET040317,1,1,610.793684,Didu,Didu,same_pcode
ET040319,ET040319,1,1,376.599382,Halu (Huka),Halu /Huka,same_pcode
ET040320,ET040320,1,0.272902,16.218055,Metu Town,Metu town,same_pcode
ET040324,ET040324,1,1,422.469286,Dorani,Dorani,same_pcode
ET040401,ET040401,1,1,1677.074338,Limu Seka,Limu Seka,same_pcode
ET040402,ET040402,1,1,1315.348838,Limu Kosa,Limu Kosa,same_pcode
ET040403,ET040403,1,1,923.732698,Sekoru,Sekoru,same_pcode
ET040404,ET040404,1,1,743.739548,Tiro Afeta,Tiro Afeta,same_pcode
ET040405,ET040405,1,1,970.236279,Kersa (Jimma),Kersa (Jimma),same_pcode
ET040406,ET040406,1,1,494.410396,Mena (Jimma),Mena (Jimma),same_pcode
ET040408,ET040408,1,1,1402.746557,Gera,Gera,same_pcode
ET040412,ET040412,1,0.895431,890.956603,Sigmo,Sigmo,same_pcode
ET040413,ET040413,1,1,1031.943621,Setema,Setema,same_pcode
ET040414,ET040414,1,1,812.807207,Shebe Sambo,Shebe Sambo,same_pcode
ET040416,ET040416,1,1,407.462468,Gumay,Gumay,same_pcode
ET040417,ET040417,1,0.264858,8.176467,Agaro Town,Agaro town,same_pcode
ET040499,ET040499,1,1,828.639103,Nono Benja,Nono Benja,same_pcode
ET040500,ET040500,1,1,423.821557,Illu Galan,Illu Galan,same_pcode
ET040501,ET040501,1,1,1287.162363,Ginde Beret,Ginde Beret,same_pcode
ET040504,ET040504,1,1,910.683097,Mida Kegn,Mida Kegn,same_pcode
ET040505,ET040505,1,1,389.19267,Cheliya,Cheliya,same_pcode
ET040506,ET040506,1,1,639.108051,Bako Tibe,Bako Tibe,same_pcode
ET040507,ET040507,1,1,659.824157,Dano,Dano,same_pcode
ET040508,ET040508,1,1,693.535907,Nono,Nono,same_pcode
ET040509,ET040509,1,1,437.561153,Tikur Enchini,Tikur Enchini,same_pcode
ET040513,ET040513,1,1,945.576775,Adda Berga,Adda Berga,same_pcode
ET040516,ET040516,1,1,1119.54005,Abuna G/Beret,Abuna Ginde Beret,same_pcode
ET040517,ET040517,1,1,550.161773,Toke Kutaye,Toke Kutaye,same_pcode
ET040518,ET040518,1,1,483.381289,Jibat,Jibat,same_pcode
ET040519,ET040519,1,1,445.349319,Ifata,Ifata,same_pcode
ET040597,ET040597,1,1,317.731657,Liban Jawi,Liban Jawi,same_pcode
ET040601,ET040601,1,1,1175.172217,Wara Jarso,Wara Jarso,same_pcode
ET040602,ET040602,1,1,1539.384393,Dera (Oromia),Dera (OR),same_pcode
ET040603,ET040603,1,0.990771,503.692239,Hidabu Abote,Hidabu Abote,same_pcode
ET040605,ET040605,1,1,642.581416,Degem,Degem,same_pcode
ET040606,ET040606,1,1,473.15047,Gerar Jarso,Gerar Jarso,same_pcode
ET040607,ET040607,1,1,283.159062,Debre Libanos,Debre Libanos,same_pcode
ET040608,ET040608,1,0.999622,893.478367,Wuchale,Wuchale,same_pcode
ET040609,ET040609,1,1,676.481905,Abichugna Gne'a,Abichugna Gne'a,same_pcode
ET040613,ET040613,1,1,13.322525,Fiche Town,Fiche town,same_pcode
ET040614,ET040614,1,1,340.826877,Yaya Gulele,Yaya Gulele,same_pcode
ET040701,ET040701,1,1,1463.525235,Fentale,Fentale,same_pcode
ET040705,ET040705,1,0.998617,664.75019,Gimbichu,Gimbichu,same_pcode
ET040707,ET040707,1,1,999.187932,Dugda,Dugda,same_pcode
ET040711,ET040711,1,0.999536,704.170436,Liben Chukala,Liben Chukala,same_pcode
ET040714,ET040714,1,0.169889,109.608724,Adama Town,Adama town,same_pcode
ET040801,ET040801,1,1,872.192914,Merti,Merti,same_pcode
ET040802,ET040802,1,1,542.26628,Aseko,Aseko,same_pcode
ET040804,ET040804,1,1,806.347581,Jeju,Jeju,same_pcode
ET040806,ET040806,1,1,1012.083336,Ziway Dugda,Ziway Dugda,same_pcode
ET040807,ET040807,1,1,690.793159,Hitosa,Hitosa,same_pcode
ET040808,ET040808,1,1,1168.113936,Sude,Sude,same_pcode
ET040809,ET040809,1,1,585.143892,Chole,Chole,same_pcode
ET040810,ET040810,1,1,1288.208045,Amigna,Amigna,same_pcode
ET040811,ET040811,1,1,1763.714545,Seru,Seru,same_pcode
ET040812,ET040812,1,1,1339.305471,Robe,Robe,same_pcode
ET040813,ET040813,1,1,448.760143,Tena,Tena,same_pcode
ET040814,ET040814,1,1,1167.520852,Shirka,Shirka,same_pcode
ET040815,ET040815,1,1,925.73868,Degeluna Tijo,Degeluna Tijo,same_pcode
ET040816,ET040816,1,1,605.008024,Tiyo,Tiyo,same_pcode
ET040817,ET040817,1,0.989881,1072.371503,Munessa,Munessa,same_pcode
ET040819,ET040819,1,1,469.98919,Guna,Guna,same_pcode
ET040820,ET040820,1,1,528.559889,Sire,Sire,same_pcode
ET040821,ET040821,1,1,541.739326,Lude Hitosa,Lude Hitosa,same_pcode
ET040822,ET040822,1,1,398.862562,Diksis,Diksis,same_pcode
ET040823,ET040823,1,1,638.485508,Bele Gesgar,Bele Gesgar,same_pcode
ET040824,ET040824,1,1,318.082568,Inkolo Wabe,Inkolo Wabe,same_pcode
ET040825,ET040825,1,1,16.992482,Asela Town,Asela town,same_pcode
ET040902,ET040902,1,0.991314,616.761699,Doba,Doba,same_pcode
ET040903,ET040903,1,1,429.740984,Tulo (Oromia),Tulo (OR),same_pcode
ET040904,ET040904,1,1,653.95821,Mesela,Mesela /Shen Duggoo,same_pcode
ET040905,ET040905,1,1,5.90282,Chiro Town,Chiro town,same_pcode
ET040906,ET040906,1,1,756.587998,Anchar,Anchar,same_pcode
ET040907,ET040907,1,1,405.463521,Goba Koricha,Goba Koricha,same_pcode
ET040908,ET040908,1,1,743.130199,Habro,Habro,same_pcode
ET040909,ET040909,1,1,1326.385133,Daro Lebu,Daro Lebu,same_pcode
ET040910,ET040910,1,1,1034.329887,Boke,Boke,same_pcode
ET040911,ET040911,1,1,1373.563911,Kuni,Kuni /Oda Bultum,same_pcode
ET040912,ET040912,1,1,1041.314529,Gemechis,Gemechis,same_pcode
ET040913,ET040913,1,1,688.477946,Chiro Zuria,Chiro Zuria,same_pcode
ET040914,ET040914,1,1,3.019942,Bedesa,Bedesa town,same_pcode
ET040915,ET040915,1,1,3081.823574,Hawi Gudina,Hawi Gudina,same_pcode
ET040998,ET040998,1,1,2462.920523,Burqua Dhintu,Burqua Dhintu,same_pcode
ET041001,ET041001,1,0.961946,299.720332,Kombolcha,Kombolcha,same_pcode
ET041003,ET041003,1,1,907.555842,Gursum (Oromia),Gursum (OR),same_pcode
ET041005,ET041005,1,1,700.216853,Fedis,Fedis,same_pcode
ET041007,ET041007,1,1,243.01743,Kurfa Chele,Kurfa Chele,same_pcode
ET041010,ET041010,1,1,533.94839,Goro Gutu,Goro Gutu,same_pcode
ET041011,ET041011,1,1,643.291313,Deder,Deder,same_pcode
ET041012,ET041012,1,1,1390.50985,Melka Balo,Melka Balo,same_pcode
ET041013,ET041013,1,1,820.619431,Bedeno,Bedeno,same_pcode
ET041014,ET041014,1,1,1550.616731,Midhaga Tola,Midhaga Tola,same_pcode
ET041016,ET041016,1,1,1107.49307,Girawa,Girawa,same_pcode
ET041017,ET041017,1,1,2047.936415,Golo Oda,Golo Oda,same_pcode
ET041018,ET041018,1,1,2654.81086,Meyu Muleke,Meyu Muleke,same_pcode
ET041097,ET041097,1,1,3.017984,Deder Town,Deder town,same_pcode
ET041098,ET041098,1,1,3281.173042,Kumbi,Kumbi,same_pcode
ET041104,ET041104,1,1,1222.491896,Agarfa,Agarfa,same_pcode
ET041106,ET041106,1,1,1129.355531,Gasera,Gasera,same_pcode
ET041109,ET041109,1,1,1033.270511,Sinana,Sinana,same_pcode
ET041110,ET041110,1,1,1468.725152,Goba,Goba (OR),same_pcode
ET041111,ET041111,1,1,1924.888478,Harena Buluk,Harena Buluk,same_pcode
ET041112,ET041112,1,1,4891.42966,Mena (Bale),Mena (Bale),same_pcode
ET041114,ET041114,1,1,1569.155634,Berbere,Berbere,same_pcode
ET041116,ET041116,1,1,1515.09546,Goro (Bale),Goro (Bale),same_pcode
ET041119,ET041119,1,1,54.935123,Robe Town,Robe town,same_pcode
ET041120,ET041120,1,1,42.80179,Goba Town,Goba town,same_pcode
ET041122,ET041122,1,1,650.101062,Dinsho,Dinsho,same_pcode
ET041216,ET041216,1,0.999998,2573.609471,Miyo,Miyo,same_pcode
ET041219,ET041219,1,1,3912.626652,Dilo,Dilo,same_pcode
ET041301,ET041301,1,1,950.836539,Ameya,Ameya,same_pcode
ET041302,ET041302,1,0.990619,461.275978,Wenchi,Wenchi,same_pcode
ET041304,ET041304,1,1,461.631171,Dawo,Dawo,same_pcode
ET041305,ET041305,1,1,243.601581,Ilu,Ilu,same_pcode
ET041307,ET041307,1,1,610.288355,Kersana Malima,Kersana Malima,same_pcode
ET041308,ET041308,1,1,420.967623,Tole,Tole,same_pcode
ET041309,ET041309,1,1,436.720831,Becho (SW Shewa),Becho (SW Shewa),same_pcode
ET041310,ET041310,1,1,559.722055,Seden Sodo,Seden Sodo,same_pcode
ET041311,ET041311,1,0.512027,12.933976,Woliso Town,Woliso town,same_pcode
ET041312,ET041312,1,1,430.185335,Goro (SW Shewa),Goro (SW Shewa),same_pcode
ET041314,ET041314,1,1,429.698519,Sodo Daci,Sodo Daci,same_pcode
ET041402,ET041402,1,1,453.394152,Bore,Bore,same_pcode
ET041403,ET041403,1,1,1213.226641,Adola,Adola,same_pcode
ET041404,ET041404,1,1,953.359765,Wadera,Wadera,same_pcode
ET041408,ET041408,1,1,357.117581,Afele Kola (Dima),Dama,same_pcode
ET041410,ET041410,1,1,904.381552,Girja (Harenfema),Girja /Harenfema,same_pcode
ET041492,ET041492,1,1,27.392677,Adola Town,Adola town,same_pcode
ET041499,ET041499,1,1,15.599568,Shakiso Town,Shakiso town,same_pcode
ET041509,ET041509,1,1,603.291679,Hambela Wamena,Hambela Wamena,same_pcode
ET041515,ET041515,1,1,1827.198324,Dugda Dawa,Dugda Dawa,same_pcode
ET041517,ET041517,1,1,1209.939942,Gelana (West Guji),Gelana (West Guji),same_pcode
ET041518,ET041518,1,1,1600.726089,Melka Soda,Melka Soda,same_pcode
ET041587,ET041587,1,0.259218,12.529234,Bule Hora Town,Bule Hora town,same_pcode
ET041594,ET041594,1,1,784.780311,Suro Berguda,Suro Berguda,same_pcode
ET041603,ET041603,1,1,823.80309,Chora (Buno Bedele),Chora (Buno Bedele),same_pcode
ET041604,ET041604,1,1,353.531104,Dega,Dega,same_pcode
ET041605,ET041605,1,1,746.159251,Dabo Hana,Dabo Hana,same_pcode
ET041606,ET041606,1,1,633.283233,Gechi,Gechi,same_pcode
ET041607,ET041607,1,1,738.781447,Borecha,Borecha,same_pcode
ET041608,ET041608,1,1,841.207072,Dedesa,Dedesa,same_pcode
ET041618,ET041618,1,1,570.628545,Meko,Meko,same_pcode
ET041621,ET041621,1,1,8.511125,Bedele Town,Bedele town,same_pcode
ET041622,ET041622,1,1,743.985666,Badele Zuria,Bedele Zuria,same_pcode
ET041701,ET041701,1,1,631.36674,Siraro,Siraro,same_pcode
ET041705,ET041705,1,1,502.21362,Kore,Kore,same_pcode
ET041706,ET041706,1,1,1148.412415,Gedeb Asasa,Gedeb Asasa,same_pcode
ET041707,ET041707,1,1,1648.614102,Dodola,Dodola,same_pcode
ET041708,ET041708,1,1,633.247897,Kokosa,Kokosa,same_pcode
ET041709,ET041709,1,1,1638.621051,Nenesebo (Wereka),Nenesebo,same_pcode
ET041710,ET041710,1,1,2163.636652,Adaba,Adaba,same_pcode
ET041711,ET041711,1,0.022717,10.750927,Shashemene Town,Shashemene town,same_pcode
ET041801,ET041801,1,1,792.236355,Hawa Galan,Hawa Galan,same_pcode
ET041802,ET041802,1,1,566.70828,Yama Logi Welel,Yama Logi Welel,same_pcode
ET041804,ET041804,1,1,1139.877146,Gawo Kebe,Gawo Kebe,same_pcode
ET041805,ET041805,1,1,1123.114679,Sayo,Sayo,same_pcode
ET041806,ET041806,1,1,16.751201,Denbi Dollo Town,Denbi Dollo town,same_pcode
ET041807,ET041807,1,1,1570.790752,Anfilo,Anfilo,same_pcode
ET041808,ET041808,1,1,577.055838,Dale Sadi,Dale Sadi,same_pcode
ET041809,ET041809,1,1,2159.053477,Gidami,Gidami,same_pcode
ET041810,ET041810,1,1,418.135971,Jimma Horo,Jimma Horo,same_pcode
ET041811,ET041811,1,1,473.299353,Lalo Kile,Lalo Kile,same_pcode
ET041902,ET041902,1,1,5.131269,Shambu Town,Shambu town,same_pcode
ET041907,ET041907,1,1,344.107345,Jimma Rare,Jimma Rare,same_pcode
ET041909,ET041909,1,1,1257.719804,Amuru,Amuru,same_pcode
ET041910,ET041910,1,1,1095.566998,Abe Dongoro,Abe Dongoro,same_pcode
ET050293,ET050293,1,0.321125,80.411697,Jigjiga City,Jigjiga town,same_pcode
ET050307,ET050307,1,0.03206,7.766675,Degahabur City,Degahabur town,same_pcode
ET050399,ET050399,1,0.413429,670.680377,Dig,Dig,same_pcode
ET050592,ET050592,1,0.09764,11.255067,Kebridehar City,Kebridehar town,same_pcode
ET050696,ET050696,1,0.372091,29.089102,Godey City,Godey town,same_pcode
ET060201,ET060201,1,1,4757.773363,Dangura,Dangur,same_pcode
ET060202,ET060202,1,1,6762.214024,Guba,Guba,same_pcode
ET060203,ET060203,1,1,7154.63793,Wenbera,Wembera,same_pcode
ET060205,ET060205,1,1,2164.663981,Debati,Dibate,same_pcode
ET060206,ET060206,1,1,653.886106,Pawe,Pawe,same_pcode
ET060207,ET060207,1,1,2957.721295,Bulen,Bulen,same_pcode
ET060302,ET060302,1,1,1256.679652,Kurmuk,Kurmuk,same_pcode
ET060304,ET060304,1,1,1860.219184,Sherkole,Sherkole,same_pcode
ET060306,ET060306,1,1,1705.05073,Oda Bilidigilu,Bilidigilu,same_pcode
ET060307,ET060307,1,1,704.875849,Homosha,Homosha,same_pcode
ET060401,ET060401,1,1,2628.489372,Yaso,Zayi,same_pcode
ET060402,ET060402,1,1,2455.769409,Sodal/Sirba Abay,Sedal,same_pcode
ET060404,ET060404,1,1,1800.173774,Agalometi,Dembe,same_pcode
ET060508,ET060508,1,1,3181.421686,Maokomo Special,Mao-komo Special,same_pcode
ET070102,ET070102,1,1,522.210709,Abeshege,Abeshege,same_pcode
ET070103,ET070103,1,1,334.610818,Ezha,Ezha,same_pcode
ET070104,ET070104,1,1,483.519427,Kokir Gedbano,Gedebano Gutazer Welene,same_pcode
ET070108,ET070108,1,1,151.21744,Endiguagn,Endiguagn,same_pcode
ET070112,ET070112,1,1,473.17417,Muhur Na Aklil,Muhur Na Aklil,same_pcode
ET070114,ET070114,1,1,10.299545,Welkite Town,Welkite town,same_pcode
ET070202,ET070202,1,1,462.667904,Gibe,Gombora,same_pcode
ET070203,ET070203,1,1,354.513686,Limu (SNNP),Lemmo,same_pcode
ET070204,ET070204,1,1,355.808842,Shashogo,Shashogo,same_pcode
ET070207,ET070207,1,1,222.530512,Dune,Duna,same_pcode
ET070208,ET070208,1,1,224.252505,Analemmo,Analemmo,same_pcode
ET070209,ET070209,1,1,150.51825,Mirab Badowach,Mirab Badowach,same_pcode
ET070210,ET070210,1,1,447.951917,Gembora,Gibe,same_pcode
ET070211,ET070211,1,1,40.485835,Hosaena Town,Hosaena town,same_pcode
ET070302,ET070302,1,1,153.138686,Anigacha,Angacha,same_pcode
ET070306,ET070306,1,1,130.620521,Doya Gena,Doyogena,same_pcode
ET070307,ET070307,1,1,163.196598,Damboya,Damboya,same_pcode
ET070308,ET070308,1,1,13.588839,Durame Town,Durame town,same_pcode
ET072001,ET072001,1,1,262.66217,Alicho Woriro,Alicho Woriro,same_pcode
ET072004,ET072004,1,0.987798,151.29991,Mierab Azenet Berbere,Mierab Azenet Berbere,same_pcode
ET072006,ET072006,1,1,277.183993,Sankura,Sankura,same_pcode
ET072007,ET072007,1,1,167.980624,Misrak Azenet Berbere,Misrak Azenet Berbere,same_pcode
ET120101,ET120101,1,1,2141.209242,Akobo,Akobo,same_pcode
ET120102,ET120102,1,1,568.373394,Lare,Lare,same_pcode
ET120104,ET120104,1,1,941.649464,Wantawo,Wantawo,same_pcode
ET120105,ET120105,1,0.999997,409.165977,Makuey,Makuey,same_pcode
ET120201,ET120201,1,1,3141.129856,Abobo,Abobo,same_pcode
ET120202,ET120202,1,1,3286.771012,Gambela Zuria,Gambela Zuria,same_pcode
ET120203,ET120203,1,1,3236.765638,Gog,Gog,same_pcode
ET120204,ET120204,1,1,3320.503978,Jore,Jore,same_pcode
ET120205,ET120205,1,1,8525.019352,Dima,Dima (GM),same_pcode
ET120206,ET120206,1,1,15.497289,Gambella Town,Gambela town,same_pcode
ET120301,ET120301,1,1,653.967881,Godere,Godere,same_pcode
ET120308,ET120308,1,1,1672.151451,Mengesh,Mengesh,same_pcode
ET120407,ET120407,1,1,2198.87665,Itang,Itang,same_pcode
ET130101,ET130101,1,1,131.455364,Sofi,Sofi,same_pcode
ET130102,ET130102,1,1,27.139109,Shenkor,Shenkor,same_pcode
ET130103,ET130103,1,1,19.054486,Jinela,Jinela,same_pcode
ET130104,ET130104,1,1,41.65856,Hakim,Hakim,same_pcode
ET130105,ET130105,1,1,98.831104,Erer (Harari),Erer (HR),same_pcode
ET130106,ET130106,1,1,11.362365,Dire Teyara,Dire Teyara,same_pcode
ET130107,ET130107,1,1,11.851369,Amir Nur,Amir Nur,same_pcode
ET130108,ET130108,1,1,10.219786,Aboker,Aboker,same_pcode
ET130109,ET130109,1,1,19.203793,Abadir,Abadir,same_pcode
ET150103,ET150103,1,1,19.726741,Sabian,Sabian,same_pcode
ET150104,ET150104,1,1,22.002559,Malka Jabti (M/jebdu),Malka Jabti /M.Jebdu,same_pcode
ET150105,ET150105,1,1,0.720995,Legehare,Legehare,same_pcode
ET150109,ET150109,1,1,11.035508,Addis Ketema (Dire Dawa),Addis Ketema (DD),same_pcode
ET150110,ET150110,1,1,0.734364,Gende Kore,Gende Kore,same_pcode
ET150206,ET150206,1,0.999999,339.935949,Jeldessa,Jeldessa,same_pcode
ET150207,ET150207,1,1,183.167584,Wahil,Wahil,same_pcode
ET150208,ET150208,1,1,350.015547,Biyoawale,Biyoawale,same_pcode
ET020304,ET020304,0.999999,0.999935,1485.105488,Dulecha,Dulecha,same_pcode
ET040409,ET040409,0.999999,1,824.335477,Seka Chekorsa,Seka Chekorsa,same_pcode
ET120103,ET120103,0.999998,1,662.646142,Jikawo,Jikawo,same_pcode
ET030806,ET030806,0.999997,1,1145.213177,Sahila,Sahila,same_pcode
ET020504,ET020504,0.999986,1,978.310483,Dalifage,Dalefage,same_pcode
ET020501,ET020501,0.999956,1,1104.959546,Telalak,Telalek,same_pcode
ET040210,ET040210,0.999809,0.9757,564.201661,Diga,Diga,same_pcode
ET040212,ET040212,0.999729,0.999998,616.691902,Leka Dulecha,Leka Dulecha,same_pcode
ET030906,ET030906,0.999558,1,3288.088454,Jawi,Jawi,same_pcode
ET041405,ET041405,0.999486,1,1254.841353,Odo Shakiso,Odo Shakiso,same_pcode
ET030803,ET030803,0.999459,1,1643.438035,Dehana,Dehana,same_pcode
ET040511,ET040511,0.999459,0.997321,581.082436,Ejere (Addis Alem),Ejere /Addis Alem,same_pcode
ET041115,ET041115,0.999388,0.994098,5108.194455,Gura Damole,Gura Damole,same_pcode
ET040615,ET040615,0.999306,1,487.381183,Jida,Jida,same_pcode
ET030416,ET030416,0.998911,1,1120.529068,Wegde,Wegde,same_pcode
ET031110,ET031110,0.998911,0.813443,1107.560241,Gonder Zuria,Gonder Zuria,same_pcode
ET030518,ET030518,0.99889,1,1724.38478,Minjar Shenkora,Minjar Shenkora,same_pcode
ET030714,ET030714,0.998848,1,42.649034,Finote Selam Town,Finote Selam town,same_pcode
ET031003,ET031003,0.998695,1,889.117812,Jilye Tumuga,Jilye Tumuga,same_pcode
